Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Baker, GA",3451,4074.0,21761,10.2,$248,25.2,341.94
"Baldwin, GA",45720,44700.0,25219,18.0,$458,18.7,257.84
"Banks, GA",18395,14422.0,28927,9.6,$436,27.2,232.09
"Barrow, GA",69367,46144.0,26222,13.8,$587,30.0,160.31
"Bartow, GA",100157,76019.0,28443,16.7,$608,27.3,459.54
"Ben Hill, GA",17634,17484.0,24455,13.5,$340,21.3,250.12
"Berrien, GA",19286,16235.0,25214,11.8,$325,23.8,451.9
"Bibb, GA",155547,153887.0,32701,22.7,$485,20.3,249.76
"Bleckley, GA",13063,11666.0,25472,11.9,$358,22.2,215.87
"Brantley, GA",18411,14629.0,23106,6.0,$318,30.8,442.36
"Brooks, GA",16243,16450.0,24068,17.0,$304,22.1,493.05
"Bryan, GA",30233,23417.0,33882,26.8,$729,27.9,435.97
"Bulloch, GA",70217,55983.0,22110,24.7,$449,22.0,672.81
"Burke, GA",23316,22243.0,21609,9.6,$307,29.0,826.97
"Butts, GA",23655,19522.0,23944,8.2,$540,30.6,184.39
"Calhoun, GA",6694,6320.0,18706,9.1,$202,21.5,280.37
"Camden, GA",50513,43664.0,28288,19.3,$591,21.6,613.03
"Candler, GA",10998,9577.0,21673,11.0,$307,23.0,243.04
"Carroll, GA",110527,87268.0,26878,17.4,$549,29.3,499.08
"Catoosa, GA",63942,53282.0,26863,16.5,$486,23.0,162.16
"Charlton, GA",12171,10282.0,19861,5.8,$427,32.5,773.58
"Chatham, GA",265128,232048.0,37850,29.0,$675,20.9,426.44
"Chattahoochee, GA",11267,14882.0,25009,31.5,$1100,21.1,248.74
"Chattooga, GA",26015,25470.0,20481,8.0,$351,22.2,313.34
"Cherokee, GA",214346,141903.0,34818,32.3,$771,33.4,421.67
"Clarke, GA",116714,101489.0,24832,41.2,$587,18.6,119.2
"Clay, GA",3183,3357.0,24961,10.4,$193,19.6,195.38
"Clayton, GA",259424,236517.0,24221,17.5,$683,30.9,141.57
"Clinch, GA",6798,6878.0,20573,15.6,$188,16.9,800.22
"Cobb, GA",688078,607751.0,42862,43.0,$762,29.8,339.55
"Coffee, GA",42356,37413.0,22713,12.1,$321,20.0,575.1
"Colquitt, GA",45498,42053.0,23119,11.1,$340,22.0,544.15
"Columbia, GA",124053,89288.0,38742,34.2,$672,23.6,290.09
"Cook, GA",17212,15771.0,20586,10.0,$347,20.9,227.16
"Coweta, GA",127317,89215.0,30377,24.7,$671,30.8,440.89
"Crawford, GA",12630,12495.0,26612,11.2,$413,27.2,324.89
"Crisp, GA",23439,21996.0,24229,12.0,$345,19.2,272.58
"Dade, GA",16633,15154.0,26057,16.6,$396,25.8,173.98
"Dawson, GA",22330,15999.0,32437,16.6,$657,31.1,210.83
"Decatur, GA",27842,28240.0,23613,13.4,$350,21.2,597.14
"DeKalb, GA",691893,665865.0,37884,37.6,$749,30.9,267.58
"Dodge, GA",21796,19171.0,21718,12.8,$291,24.2,495.89
"Dooly, GA",14918,11525.0,21193,9.5,$318,19.1,391.94
"Dougherty, GA",94565,96065.0,26381,20.5,$421,17.7,328.69
"Douglas, GA",132403,92174.0,28146,23.0,$707,32.8,200.07
"Early, GA",11008,12354.0,26239,12.5,$279,18.7,512.59
"Echols, GA",4034,3754.0,19838,5.1,$391,25.9,414.89
"Effingham, GA",52250,37535.0,29017,13.7,$623,29.3,477.7
"Elbert, GA",20166,20511.0,25717,9.2,$295,19.7,351.06
"Emanuel, GA",22598,21837.0,22323,9.0,$271,22.8,680.6
"Evans, GA",11000,10495.0,22900,12.8,$315,23.0,182.85
"Fannin, GA",23682,19798.0,26060,15.7,$378,24.5,386.72
"Fayette, GA",106567,91263.0,42384,40.9,$832,29.7,194.34
"Floyd, GA",96317,90565.0,29199,18.0,$457,21.8,509.91
"Forsyth, GA",175511,98407.0,38813,44.0,$839,30.5,224.02
"Franklin, GA",22084,20285.0,26228,13.1,$345,24.2,261.5
"Fulton, GA",920581,816006.0,54215,45.8,$756,27.1,526.64
"Gilmer, GA",28292,23456.0,26025,12.1,$498,27.5,426.54
"Glascock, GA",3082,2556.0,21024,6.7,$277,32.5,143.74
"Glynn, GA",79626,67568.0,38088,26.6,$563,18.7,419.75
"Gordon, GA",55186,44104.0,25978,11.7,$455,22.8,355.81
"Grady, GA",25011,23659.0,22870,11.3,$374,27.3,454.53
"Greene, GA",15994,14406.0,31331,20.7,$417,26.3,387.44
"Gwinnett, GA",805321,588448.0,33163,35.2,$780,32.4,430.38
"Habersham, GA",43041,35902.0,25232,18.8,$422,21.9,276.74
"Hall, GA",179684,139277.0,29623,19.8,$642,26.4,392.78
"Hancock, GA",9429,10076.0,18727,9.3,$294,28.1,471.84
"Haralson, GA",28780,25690.0,26556,10.0,$424,29.3,282.17
"Harris, GA",32024,23695.0,38609,25.7,$501,26.2,463.87
"Hart, GA",25213,22997.0,23684,14.6,$374,22.6,232.39
"Heard, GA",11834,11012.0,23452,5.9,$441,35.4,296.03
"Henry, GA",203922,119341.0,28637,23.5,$800,32.8,322.13
"Houston, GA",139900,110765.0,30572,25.1,$581,20.4,375.54
"Irwin, GA",9538,9931.0,21460,8.1,$320,20.6,354.34
"Jackson, GA",60485,41589.0,27932,14.7,$511,26.5,339.66
"Jasper, GA",13900,11426.0,26126,12.9,$430,36.7,368.17
"Jeff Davis, GA",15068,12684.0,22828,11.4,$263,20.4,330.74
"Jefferson, GA",16930,17266.0,22140,8.9,$268,22.7,526.49
"Jenkins, GA",8340,8575.0,20758,11.8,$247,26.0,347.28
"Johnson, GA",9980,8560.0,19430,9.1,$252,27.4,303.01
"Jones, GA",28669,23639.0,29354,18.7,$486,24.4,393.93
"Lamar, GA",18317,15912.0,25808,9.7,$425,25.4,183.5
"Lanier, GA",10078,7241.0,24070,8.0,$410,25.7,185.26
"Laurens, GA",48434,44874.0,26487,16.5,$352,20.7,807.3
"Lee, GA",28298,24757.0,25824,17.0,$559,20.6,355.78
"Liberty, GA",63453,61610.0,25342,15.2,$596,21.0,489.8
"Lincoln, GA",7996,8348.0,24788,9.0,$329,32.5,210.38
"Long, GA",14464,10304.0,20874,11.1,$431,26.7,400.29
"Lowndes, GA",109233,92115.0,27351,22.9,$530,16.7,496.07
"Lumpkin, GA",29966,21016.0,27426,19.3,$559,29.8,282.93
"Macon, GA",14740,14074.0,21268,12.7,$259,21.5,400.64
"Madison, GA",28120,25730.0,27092,12.9,$443,24.4,282.31
"Marion, GA",8742,7144.0,27854,5.9,$257,26.7,366.0
"McDuffie, GA",21875,21231.0,28415,11.6,$396,22.8,257.46
"McIntosh, GA",14333,10847.0,24224,12.9,$411,26.6,424.3
"Meriwether, GA",21992,22534.0,22715,10.9,$393,29.1,501.22
"Miller, GA",6125,6383.0,25469,10.1,$291,20.0,282.42
"Mitchell, GA",23498,23932.0,20970,9.5,$339,20.0,512.09
"Monroe, GA",26424,21757.0,32020,21.1,$386,26.8,395.66
"Montgomery, GA",9123,8270.0,22082,17.2,$346,23.3,239.52
"Morgan, GA",17868,15457.0,32527,23.0,$482,25.1,347.35
"Murray, GA",39628,36506.0,23863,6.7,$432,22.8,344.47
"Muscogee, GA",189885,186291.0,36353,22.1,$517,18.5,216.39
"Newton, GA",99958,62001.0,23576,19.0,$661,31.9,272.16
"Oconee, GA",32808,26225.0,42463,44.0,$605,22.0,184.29
"Oglethorpe, GA",14899,12635.0,26796,11.6,$415,27.8,439.01
"Paulding, GA",142324,81678.0,29539,20.1,$691,38.9,312.22
"Peach, GA",27695,23668.0,25124,19.4,$399,24.1,150.27
"Pickens, GA",29431,22983.0,34162,23.3,$517,31.4,232.06
"Pierce, GA",18758,15636.0,23659,8.2,$333,22.9,316.49
"Pike, GA",17869,13688.0,27292,13.4,$515,31.9,216.09
"Polk, GA",41475,38127.0,23191,11.5,$427,26.5,310.33
"Pulaski, GA",12010,9588.0,27305,7.3,$311,21.7,249.03
"Putnam, GA",21218,18812.0,31415,17.5,$490,26.0,344.64
"Quitman, GA",2513,2598.0,21827,12.8,$242,18.7,151.24
"Rabun, GA",16276,15050.0,28413,23.7,$466,21.6,369.99
"Randolph, GA",7719,7791.0,22117,13.0,$258,19.0,428.24
"Richmond, GA",200549,199775.0,27343,19.7,$518,19.2,324.33
"Rockdale, GA",85215,70111.0,31259,23.1,$731,32.0,129.79
"Schley, GA",5010,3766.0,22832,10.0,$354,26.1,166.91
"Screven, GA",14593,15374.0,22204,11.8,$255,29.8,645.1
"Seminole, GA",8729,9369.0,24612,10.6,$345,20.6,235.23
"Spalding, GA",64073,58417.0,26842,13.5,$522,28.4,196.47
"Stephens, GA",26175,25435.0,27533,14.5,$367,20.8,179.13
"Stewart, GA",6058,5252.0,25533,8.7,$277,26.8,458.73
"Sumter, GA",32819,33200.0,25787,19.4,$403,17.8,482.7
"Talbot, GA",6865,6498.0,22801,10.7,$267,27.3,391.39
"Taliaferro, GA",1717,2077.0,20948,7.4,$253,28.4,194.61
"Tattnall, GA",25520,22305.0,23344,12.1,$276,25.3,479.4
"Taylor, GA",8906,8815.0,22092,7.5,$306,24.4,376.69
"Telfair, GA",16500,11794.0,18247,7.6,$293,22.6,437.3
"Terrell, GA",9315,10970.0,22735,10.1,$231,21.6,335.44
"Thomas, GA",44720,42737.0,31104,19.3,$417,19.3,544.6
"Tift, GA",40118,38407.0,25168,15.9,$388,16.0,258.92
"Toombs, GA",27223,26067.0,25437,13.4,$342,21.1,364.01
"Towns, GA",10471,9319.0,30699,20.3,$507,24.8,166.56
"Treutlen, GA",6885,6854.0,19145,8.3,$232,23.4,199.44
"Troup, GA",67044,58779.0,28320,19.3,$432,20.3,413.99
"Turner, GA",8930,9504.0,22114,12.2,$257,19.5,285.39
"Twiggs, GA",9023,10590.0,23432,8.6,$341,29.8,358.4
"Union, GA",21356,17289.0,28111,20.0,$462,21.3,321.93
"Upson, GA",27153,27597.0,23373,11.4,$364,24.6,323.44
"Walker, GA",68756,61053.0,26003,12.2,$442,25.7,446.38
"Walton, GA",83768,60687.0,29232,16.8,$569,32.2,325.68
"Ware, GA",36312,35483.0,23939,11.8,$365,21.5,892.46
"Warren, GA",5834,6336.0,22709,4.7,$328,25.2,284.3
"Washington, GA",21187,21176.0,26669,11.6,$297,21.5,678.45
"Wayne, GA",30099,26565.0,25125,11.1,$324,24.4,641.78
"Webster, GA",2799,2390.0,28095,7.6,$215,21.6,209.12
"Wheeler, GA",7421,6179.0,17718,7.6,$222,19.7,295.48
"White, GA",27144,19944.0,25383,18.5,$500,26.8,240.69
"Whitfield, GA",102599,83525.0,31323,15.6,$504,19.2,290.46
"Wilcox, GA",9255,8577.0,21251,7.5,$298,22.0,377.71
"Wilkes, GA",10593,10687.0,24415,14.5,$310,25.5,469.49
"Wilkinson, GA",9563,10220.0,23491,13.0,$272,23.9,447.31
"Worth, GA",21679,21967.0,25820,9.7,$315,25.1,570.7
"Hawaii, HI",185079,148677.0,29702,26.2,$848,26.1,4028.42
"Honolulu, HI",953207,876156.0,42015,30.7,$1162,26.8,600.74
"Kalawao, HI",90,147.0,0,25.6,$2001,5.7,11.99
"Kauai, HI",67091,58463.0,33356,23.5,$1004,19.2,619.96
"Maui, HI",154834,128094.0,35835,25.8,$1119,20.8,1161.52
"Adair, IA",7682,8243.0,33151,13.4,$328,20.5,569.27
"Adams, IA",4029,4482.0,31471,15.3,$268,19.3,423.44
"Allamakee, IA",14330,14675.0,28503,13.6,$356,20.2,639.08
"Appanoose, IA",12887,13721.0,25337,15.7,$325,18.3,497.29
"Audubon, IA",6119,6830.0,34713,14.3,$314,19.8,442.96
"Benton, IA",26076,25308.0,32419,16.5,$362,24.4,716.27
"Black Hawk, IA",131090,128012.0,32915,23.7,$499,15.5,565.77
"Boone, IA",26306,26224.0,35131,19.3,$446,20.1,571.57
"Bremer, IA",24276,23325.0,35830,27.3,$444,18.4,435.48
"Buchanan, IA",20958,21093.0,30355,18.2,$350,23.2,571.02
"Buena Vista, IA",20260,20411.0,30847,22.3,$384,13.8,574.92
"Butler, IA",14867,15305.0,32335,13.4,$340,22.7,580.13
"Calhoun, IA",9670,11115.0,33364,16.6,$332,20.9,569.97
"Carroll, IA",20816,21421.0,34600,20.1,$374,13.8,569.44
"Cass, IA",13956,14684.0,31929,13.4,$387,19.0,564.27
"Cedar, IA",18499,18187.0,34240,19.2,$420,24.1,579.44
"Cerro Gordo, IA",44151,46447.0,34636,21.5,$425,15.2,568.31
"Cherokee, IA",12072,13035.0,34350,18.6,$315,14.2,576.91
"Chickasaw, IA",12439,13095.0,31992,12.5,$338,18.8,504.38
"Clarke, IA",9286,9133.0,28867,12.2,$356,21.2,431.17
"Clay, IA",16667,17372.0,32929,18.2,$373,14.3,567.24
"Clayton, IA",18129,18678.0,30524,14.6,$335,22.6,778.54
"Clinton, IA",49116,50149.0,32118,17.1,$391,18.4,694.92
"Crawford, IA",17096,16942.0,30185,13.7,$354,15.0,714.19
"Dallas, IA",66135,40750.0,40423,36.8,$528,21.1,588.45
"Davis, IA",8753,8541.0,25108,17.2,$338,23.4,502.19
"Decatur, IA",8457,8689.0,22237,17.7,$347,20.6,531.88
"Delaware, IA",17764,18404.0,32674,14.5,$343,21.6,577.76
"Des Moines, IA",40325,42351.0,33877,18.5,$405,16.4,416.12
"Dickinson, IA",16667,16424.0,38738,27.8,$372,17.7,380.61
"Dubuque, IA",93653,89143.0,33505,25.0,$449,16.2,608.31
"Emmet, IA",10302,11027.0,31929,17.2,$375,17.4,395.88
"Fayette, IA",20880,22008.0,28580,16.1,$329,19.8,730.81
"Floyd, IA",16303,16900.0,31429,15.2,$312,19.5,500.63
"Franklin, IA",10680,10704.0,34824,14.1,$343,18.1,581.97
"Fremont, IA",7441,8010.0,33431,17.0,$351,21.8,511.15
"Greene, IA",9336,10366.0,33586,17.8,$347,18.2,569.57
"Grundy, IA",12453,12369.0,35819,21.1,$335,19.0,501.86
"Guthrie, IA",10954,11353.0,34059,18.7,$374,26.7,590.62
"Hamilton, IA",15673,16438.0,35530,16.4,$409,16.3,576.75
"Hancock, IA",11341,12100.0,34878,15.4,$349,17.8,571.01
"Hardin, IA",17534,18812.0,32377,20.7,$347,16.8,569.31
"Harrison, IA",14928,15666.0,31587,14.3,$400,26.7,696.85
"Henry, IA",20145,20336.0,29918,19.7,$408,17.4,434.33
"Howard, IA",9566,9932.0,32057,10.8,$322,16.7,473.25
"Humboldt, IA",9815,10381.0,34887,15.9,$354,16.3,434.35
"Ida, IA",7089,7837.0,35099,17.9,$280,15.2,431.51
"Iowa, IA",16355,15671.0,35040,18.9,$419,21.5,586.46
"Jackson, IA",19848,20296.0,29221,14.0,$370,21.6,636.04
"Jasper, IA",36842,37213.0,30030,17.2,$456,21.3,730.42
"Jefferson, IA",16843,16181.0,34928,31.2,$372,13.0,435.51
"Johnson, IA",130882,111006.0,36453,50.8,$634,17.5,614.04
"Jones, IA",20638,20221.0,27140,15.0,$388,23.2,575.62
"Keokuk, IA",10511,11400.0,28925,13.0,$327,26.6,579.18
"Kossuth, IA",15543,17163.0,37584,16.5,$301,15.1,972.72
"Lee, IA",35862,38052.0,29883,15.1,$363,16.7,517.52
"Linn, IA",211226,191701.0,38419,29.1,$505,17.7,716.88
"Louisa, IA",11387,12183.0,31534,12.5,$370,21.3,401.77
"Lucas, IA",8898,9422.0,25364,10.5,$325,23.7,430.59
"Lyon, IA",11581,11763.0,30235,15.6,$368,18.4,587.65
"Madison, IA",15679,14019.0,34027,16.7,$432,28.8,561.01
"Mahaska, IA",22381,22335.0,31533,17.1,$373,18.4,570.86
"Marion, IA",33309,32052.0,32907,23.5,$494,19.9,554.53
"Marshall, IA",40648,39311.0,33165,18.1,$443,17.2,572.5
"Mills, IA",15059,14547.0,38051,21.0,$466,23.9,437.44
"Mitchell, IA",10776,10874.0,32480,17.2,$345,16.5,469.13
"Monona, IA",9243,10020.0,29551,14.6,$325,22.4,694.07
"Monroe, IA",7970,8016.0,33733,14.0,$374,21.8,433.72
"Montgomery, IA",10740,11771.0,29760,17.7,$381,20.5,424.1
"Muscatine, IA",42745,41722.0,36207,20.8,$459,17.4,437.47
"O'Brien, IA",14398,15102.0,34467,17.7,$359,16.4,573.04
"Osceola, IA",6462,7003.0,30845,15.3,$317,16.1,398.68
"Page, IA",15932,16976.0,30284,17.6,$373,16.2,534.94
"Palo Alto, IA",9421,10147.0,31782,15.4,$296,16.5,563.84
"Plymouth, IA",24986,24849.0,35562,20.4,$408,18.6,862.89
"Pocahontas, IA",7310,8662.0,32699,16.7,$267,18.0,577.24
"Polk, IA",430640,374601.0,41992,33.4,$619,18.5,573.8
"Pottawattamie, IA",93158,87704.0,33292,17.7,$546,19.9,950.28
"Poweshiek, IA",18914,18815.0,35361,21.4,$373,16.6,584.93
"Ringgold, IA",5131,5469.0,26138,20.1,$288,19.2,535.5
"Sac, IA",10350,11529.0,34065,16.6,$296,17.9,575.01
"Scott, IA",165224,158668.0,38543,29.6,$511,18.1,458.09
"Shelby, IA",12167,13173.0,34131,16.6,$332,17.8,590.78
"Sioux, IA",33704,31589.0,32302,21.6,$389,12.2,768.33
"Story, IA",89542,79981.0,33942,45.4,$612,16.6,572.82
"Tama, IA",17767,18103.0,29039,16.7,$376,21.9,721.01
"Taylor, IA",6317,6958.0,29170,12.4,$266,19.0,531.9
"Union, IA",12534,12309.0,29095,15.0,$360,14.5,423.65
"Van Buren, IA",7570,7809.0,25295,13.3,$278,21.1,484.79
"Wapello, IA",35625,36051.0,29201,14.8,$408,17.0,431.83
"Warren, IA",46225,40671.0,35605,25.2,$547,23.8,569.83
"Washington, IA",21704,20670.0,34457,17.9,$407,21.2,568.84
"Wayne, IA",6403,6730.0,26134,10.9,$280,23.8,525.44
"Webster, IA",38013,40235.0,31790,18.1,$401,15.5,715.62
"Winnebago, IA",10866,11723.0,31487,16.6,$321,14.1,400.49
"Winneshiek, IA",21056,21310.0,34861,26.8,$377,16.6,689.87
"Woodbury, IA",102172,103877.0,30733,20.4,$462,17.1,872.83
"Worth, IA",7598,7909.0,30072,15.6,$339,20.6,400.12
"Wright, IA",13229,14334.0,37134,14.6,$312,15.4,580.42
"Ada, ID",392365,300904.0,43028,34.2,$668,19.4,1052.58
"Adams, ID",3976,3476.0,29564,19.9,$434,19.2,1363.06
"Bannock, ID",82839,75565.0,27230,27.0,$488,16.9,1111.99
"Bear Lake, ID",5986,6411.0,24755,15.6,$392,20.5,974.79
"Benewah, ID",9285,9171.0,28237,11.0,$410,18.0,776.62
"Bingham, ID",45607,41735.0,25193,16.3,$416,20.4,2093.98
"Blaine, ID",21376,18991.0,64207,40.7,$782,18.3,2643.59
"Boise, ID",7028,6670.0,29626,23.0,$535,36.5,1899.24
"Bonner, ID",40877,36835.0,29808,20.6,$543,23.4,1734.57
"Bonneville, ID",104234,82522.0,33468,26.0,$528,20.0,1866.08
"Boundary, ID",10972,9871.0,21314,14.4,$447,19.3,1268.56
"Butte, ID",2891,2899.0,26994,18.4,$373,24.1,2231.67
"Camas, ID",1117,991.0,28958,21.4,$535,27.4,1074.49
"Canyon, ID",188923,131441.0,22278,16.0,$577,24.4,587.37
"Caribou, ID",6963,7304.0,29270,18.2,$363,16.2,1764.15
"Cassia, ID",22952,21416.0,28589,16.1,$393,15.6,2565.08
"Clark, ID",982,1022.0,29525,7.6,$340,14.1,1764.19
"Clearwater, ID",8761,8930.0,28367,15.4,$394,23.5,2457.27
"Custer, ID",4368,4342.0,27973,25.0,$417,23.1,4920.94
"Elmore, ID",27038,29130.0,27635,13.2,$586,18.5,3074.74
"Franklin, ID",12786,11329.0,26050,16.2,$458,23.0,663.65
"Fremont, ID",13242,11819.0,22815,20.8,$412,20.7,1863.53
"Gem, ID",16719,15181.0,25398,10.3,$543,31.6,560.9
"Gooding, ID",15464,14155.0,36354,12.9,$455,20.1,728.97
"Idaho, ID",16267,15511.0,24789,12.9,$376,20.3,8477.35
"Jefferson, ID",26140,19155.0,23792,16.5,$421,25.6,1093.5
"Jerome, ID",22374,18342.0,31440,11.9,$499,17.2,597.19
"Kootenai, ID",138494,108685.0,30719,22.0,$635,21.5,1244.13
"Latah, ID",37244,34935.0,29216,42.1,$543,17.6,1076.0
"Lemhi, ID",7936,7806.0,26131,23.8,$380,12.9,4563.39
"Lewis, ID",3821,3747.0,30399,14.1,$390,20.1,478.8
"Lincoln, ID",5208,4044.0,25567,12.3,$424,31.3,1201.41
"Madison, ID",37536,27467.0,16212,31.1,$564,13.8,469.21
"Minidoka, ID",20069,20174.0,23907,10.6,$338,17.0,757.59
"Nez Perce, ID",39265,37410.0,31488,18.7,$462,15.3,848.09
"Oneida, ID",4286,4125.0,22299,16.1,$410,24.0,1200.06
"Owyhee, ID",11526,10644.0,26459,10.6,$361,25.5,7665.51
"Payette, ID",22623,20578.0,26757,14.5,$438,19.9,406.87
"Power, ID",7817,7538.0,25131,20.4,$404,17.8,1404.24
"Shoshone, ID",12765,13771.0,28923,11.9,$392,18.7,2629.67
"Teton, ID",10170,5999.0,29112,27.9,$636,25.1,449.46
"Twin Falls, ID",77230,64284.0,28642,16.7,$513,15.8,1921.21
"Valley, ID",9862,7651.0,38025,31.5,$698,15.1,3664.52
"Washington, ID",10198,9977.0,25624,17.4,$389,20.6,1452.98
"Adams, IL",67103,68277.0,32387,21.3,$389,16.1,855.2
"Alexander, IL",8238,9590.0,21881,9.8,$267,26.1,235.51
"Bond, IL",17768,17633.0,28550,23.8,$429,25.2,380.28
"Boone, IL",54165,41786.0,31069,19.3,$579,31.7,280.72
"Brown, IL",6937,6950.0,23486,11.7,$261,18.0,305.61
"Bureau, IL",34978,35503.0,32319,15.9,$382,19.0,869.03
"Calhoun, IL",5089,5084.0,27883,13.4,$313,38.9,253.83
"Carroll, IL",15387,16674.0,30975,15.8,$368,25.2,444.81
"Cass, IL",13642,13695.0,28205,12.6,$381,24.5,375.82
"Champaign, IL",201081,179669.0,30838,40.3,$592,16.7,996.27
"Christian, IL",34800,35372.0,29784,13.3,$379,24.5,709.38
"Clark, IL",16335,17008.0,28439,14.5,$354,23.0,501.42
"Clay, IL",13815,14560.0,28208,15.6,$280,17.6,468.32
"Clinton, IL",37762,35535.0,33953,17.6,$456,25.0,474.09
"Coles, IL",53873,53196.0,27751,21.6,$445,16.6,508.29
"Cook, IL",5194675,5376741.0,45230,32.7,$766,31.9,945.33
"Crawford, IL",19817,20452.0,30346,13.7,$337,17.8,443.63
"Cumberland, IL",11048,11253.0,28977,13.1,$347,23.6,346.02
"De Witt, IL",16561,16798.0,30453,17.4,$383,22.3,397.51
"DeKalb, IL",105160,88969.0,29615,27.5,$655,24.8,631.31
"Douglas, IL",19980,19922.0,30022,16.0,$411,20.7,416.67
"DuPage, IL",916924,904161.0,55371,44.4,$900,28.9,327.5
"Edgar, IL",18576,19704.0,27078,17.4,$361,21.7,623.37
"Edwards, IL",6721,6971.0,28233,12.9,$295,20.2,222.42
"Effingham, IL",34242,34264.0,31981,19.4,$404,17.3,478.78
"Fayette, IL",22140,21802.0,23917,12.8,$349,23.6,716.48
"Ford, IL",14081,14241.0,32485,17.9,$390,22.8,485.62
"Franklin, IL",39561,39018.0,25133,13.4,$344,23.0,408.89
"Fulton, IL",37069,38250.0,28151,13.3,$382,26.7,865.6
"Gallatin, IL",5589,6445.0,27290,9.7,$195,27.6,323.07
"Greene, IL",13886,14761.0,23894,13.2,$338,27.0,543.02
"Grundy, IL",50063,37535.0,33178,17.5,$678,28.8,418.04
"Hamilton, IL",8457,8621.0,25964,10.0,$250,26.7,434.67
"Hancock, IL",19104,20121.0,28743,19.4,$353,21.7,793.73
"Hardin, IL",4320,4800.0,23533,10.3,$184,25.9,177.53
"Henderson, IL",7331,8213.0,28445,12.7,$336,25.3,378.87
"Henry, IL",50486,51020.0,32572,20.4,$413,21.9,822.99
"Iroquois, IL",29718,31334.0,28842,14.4,$432,23.9,1117.32
"Jackson, IL",60218,59612.0,27974,35.2,$451,16.9,584.08
"Jasper, IL",9698,10117.0,29332,12.8,$283,24.3,494.51
"Jefferson, IL",38827,40045.0,28536,14.3,$356,20.3,571.17
"Jersey, IL",22985,21668.0,31894,16.2,$416,28.8,369.27
"Jo Daviess, IL",22678,22289.0,38937,21.4,$447,21.1,601.09
"Johnson, IL",12582,12878.0,19798,14.1,$304,26.7,343.92
"Kane, IL",515269,404119.0,36131,30.9,$786,28.7,520.06
"Kankakee, IL",113449,103833.0,29196,17.1,$562,22.8,676.56
"Kendall, IL",114736,54544.0,33805,30.6,$853,32.8,320.34
"Knox, IL",52919,55836.0,28290,15.7,$369,19.6,716.4
"Lake, IL",703462,644356.0,56456,40.9,$824,30.7,443.67
"LaSalle, IL",113924,111509.0,31573,15.5,$472,22.1,1135.12
"Lawrence, IL",16833,15452.0,26394,11.7,$302,21.8,372.18
"Lee, IL",36031,36062.0,30115,15.6,$440,22.2,724.9
"Livingston, IL",38950,39678.0,34400,14.0,$441,19.9,1044.29
"Logan, IL",30305,31183.0,27408,17.9,$390,20.8,618.06
"Macon, IL",110768,114706.0,36433,20.1,$444,17.5,580.69
"Macoupin, IL",47765,49019.0,30779,14.5,$377,27.4,862.91
"Madison, IL",269282,258941.0,33585,22.6,$508,24.2,715.58
"Marion, IL",39437,41691.0,28667,13.5,$367,21.6,572.36
"Marshall, IL",12640,13180.0,33016,16.2,$382,26.9,386.79
"Mason, IL",14666,16038.0,29502,16.4,$367,26.2,539.24
"Massac, IL",15429,15161.0,27552,13.3,$348,19.6,237.22
"McDonough, IL",32612,32913.0,24902,32.9,$490,14.9,589.41
"McHenry, IL",308760,260077.0,39061,31.2,$854,33.7,603.17
"McLean, IL",169572,150433.0,35371,39.9,$578,17.1,1183.38
"Menard, IL",12705,12486.0,33815,25.1,$374,29.1,314.44
"Mercer, IL",16434,16957.0,32881,13.0,$383,27.6,561.2
"Monroe, IL",32957,27619.0,37375,24.4,$574,29.4,385.01
"Montgomery, IL",30104,30652.0,26522,13.0,$341,23.5,703.69
"Morgan, IL",35547,36616.0,28227,21.3,$401,19.5,568.79
"Moultrie, IL",14846,14287.0,30324,13.2,$408,20.6,335.94
"Ogle, IL",53497,51032.0,30294,17.5,$468,24.9,758.57
"Peoria, IL",186494,183433.0,39595,27.8,$512,18.7,619.21
"Perry, IL",22350,23094.0,22370,12.1,$319,24.4,441.76
"Piatt, IL",16729,16365.0,36433,21.6,$474,21.6,439.2
"Pike, IL",16430,17384.0,26788,13.8,$293,20.9,831.38
"Pope, IL",4470,4413.0,25174,9.2,$257,33.3,368.77
"Pulaski, IL",6161,7348.0,23718,10.0,$260,27.1,199.19
"Putnam, IL",6006,6086.0,34902,13.4,$440,23.6,160.16
"Randolph, IL",33476,33893.0,25771,11.9,$373,24.3,575.5
"Richland, IL",16233,16149.0,27472,17.5,$367,16.7,359.99
"Rock Island, IL",147546,149374.0,35228,21.0,$484,18.1,427.64
"Saline, IL",24913,26733.0,26892,14.7,$310,22.1,379.82
"Sangamon, IL",197465,188951.0,36301,29.9,$509,18.3,868.3
"Schuyler, IL",7544,7189.0,30582,16.5,$326,22.8,437.27
"Scott, IL",5355,5537.0,26504,18.3,$283,25.6,250.91
"Shelby, IL",22363,22893.0,27315,15.2,$335,22.7,758.52
"St. Clair, IL",270056,256082.0,33195,23.2,$495,23.0,657.76
"Stark, IL",5994,6332.0,33097,13.8,$339,25.4,288.08
"Stephenson, IL",47711,48979.0,34415,17.5,$407,20.0,564.52
"Tazewell, IL",135394,128485.0,37625,22.2,$484,20.8,648.97
"Union, IL",17808,18293.0,25578,17.9,$299,22.4,413.46
"Vermilion, IL",81625,83919.0,27141,13.2,$395,19.9,898.37
"Wabash, IL",11947,12937.0,29922,13.9,$336,19.7,223.25
